Year;Ticker;ID_ISIN;Name;ESG;ENVIRONMENTAL;SOCIAL;GOVERNANCE;AIR_QUALITY;CLIMATE_EXPOS;ECOLOGICAL_IMPACT;ENERGY_MANAGEMENT;ENV_SPPLY_CHAIN_MGMT;GHG_EMISSIONS_MNGT;SUSTAINABLE_FINANCE;SUSTAINABLE_PRODUCT;WASTE_MANAGEMENT;WATER_MANAGEMENT;ACCESS_AFFORDABILITY;COMM_RIGHTS_RELATION;CUSTOMER_WELFARE;DATA_SEC_CSTMR_PRIVCY;ETHICS_COMPLIANCE;LABOR_EMPLYMNT_PRACT;MARKETING_LABELING;OHS_MGMT;OPERATION_RISK_MGMT;PRODUCT_QUALITY_MNGT;SOCIAL_SPPL_CHN_MGMT;BOD_DIRECTOR_ROLES;BOD_DIVERSITY;BOD_INDEPENDENCE;BOD_REFRESHMENT;INCENTIVE_STRUCTURE;PAY_PERFORMANCE;PAY_GOVERNANCE;DIRECTOR_VOTING;SHAREHOLDER_POLICIES;AUDIT_CMTE;AUDIT_OUTCOME;EXTERNAL_AUDITOR;SALES_REV_TURN;EBITDA;EBIT;PRETAX_INC;NET_INCOME;BS_TOT_ASSET;EARN_FOR_COMMON;TOT_COMMON_EQY;TOTAL_EQUITY;BS_LT_BORROW;IS_RD_EXPEND;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_SH_OUT;PX_LAST;BS_TOT_LIAB2;PFD_EQTY_HYBRID_CAPITAL;MINORITY_NONCONTROLLING_INTEREST;CURRENT_FULL_FISCAL_YEAR_END;EBIT_ON_ASSET;RETURN_ON_ASSET;RETURN_COM_EQY;TOBIN_Q_RATIO;SALES_GROWTH;LT_DEBT_TO_TOT_ASSET;RD_EXPEND_TO_NET_SALES;CUR_RATIO;BETA_RAW_OVERRIDABLE;GICS_SECTOR_NAME
2019;IP UN Equity;US4601461035;International Paper Co;3,96;1,69;4,57;7,79;3,00;#N/A N/A;0,00;1,17;1,27;2,19;#N/A N/A;3,00;0,00;3,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4,94;#N/A N/A;4,31;#N/A N/A;6,69;4,69;8,17;9,48;5,91;9,07;9,30;7,70;8,60;10,00;10,00;6,15; $18.317.000.000,00 ; $2.883.000.000,00 ; $1.456.000.000,00 ; $921.000.000,00 ; $1.225.000.000,00 ; $33.471.000.000,00 ; $1.225.000.000,00 ; $7.713.000.000,00 ; $7.718.000.000,00 ; $9.901.000.000,00 ; $29.000.000,00 ; $6.639.000.000,00 ; $8.646.000.000,00 ; 392.100.000,00 ; $43,60 ; $25.753.000.000,00 ; $-   ; $5.000.000,00 ;31.12.2023;4,35%;3,65%;16,25%;1,18;-21,41%;29,58%;0,16%;0,77;1,19;Materials
2020;IP UN Equity;US4601461035;International Paper Co;3,84;1,65;4,04;7,70;3,00;#N/A N/A;0,00;1,14;1,23;1,94;#N/A N/A;3,00;0,00;3,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,67;#N/A N/A;4,31;#N/A N/A;6,71;4,60;8,17;9,45;5,69;8,06;9,14;7,41;8,60;10,00;10,00;7,20; $17.565.000.000,00 ; $2.153.000.000,00 ; $734.000.000,00 ; $329.000.000,00 ; $482.000.000,00 ; $31.718.000.000,00 ; $482.000.000,00 ; $7.854.000.000,00 ; $7.868.000.000,00 ; $8.298.000.000,00 ; $-   ; $11.236.000.000,00 ; $8.284.000.000,00 ; 393.100.000,00 ; $47,08 ; $23.850.000.000,00 ; $-   ; $14.000.000,00 ;31.12.2023;2,31%;1,48%;6,19%;1,33;-4,11%;26,16%;0,00%;1,36;1,04;Materials
2021;IP UN Equity;US4601461035;International Paper Co;5,28;3,59;7,13;7,26;5,22;#N/A N/A;0,00;5,85;3,15;4,98;#N/A N/A;3,00;0,00;6,55;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4,56;#N/A N/A;9,26;#N/A N/A;6,71;4,75;8,17;8,57;4,80;4,83;9,28;7,64;8,60;10,00;10,00;6,36; $19.363.000.000,00 ; $2.516.000.000,00 ; $1.168.000.000,00 ; $999.000.000,00 ; $1.752.000.000,00 ; $25.243.000.000,00 ; $1.752.000.000,00 ; $9.082.000.000,00 ; $9.082.000.000,00 ; $5.619.000.000,00 ; $-   ; $7.096.000.000,00 ; $4.144.000.000,00 ; 378.500.000,00 ; $46,98 ; $16.161.000.000,00 ; $-   ; $-   ;31.12.2023;4,63%;6,15%;20,69%;1,34;10,24%;22,26%;0,00%;1,71;0,96;Materials
2022;IP UN Equity;US4601461035;International Paper Co;5,82;4,78;6,30;7,18;5,51;#N/A N/A;7,04;6,18;3,43;5,16;#N/A N/A;3,00;6,39;6,30;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;#N/A N/A;9,26;#N/A N/A;6,79;4,66;8,17;7,08;4,42;6,24;9,47;7,07;8,60;10,00;10,00;6,55; $21.161.000.000,00 ; $2.772.000.000,00 ; $1.579.000.000,00 ; $1.511.000.000,00 ; $1.504.000.000,00 ; $23.940.000.000,00 ; $1.504.000.000,00 ; $8.497.000.000,00 ; $8.497.000.000,00 ; $5.099.000.000,00 ; $-   ; $6.770.000.000,00 ; $5.000.000.000,00 ; 350.300.000,00 ; $34,63 ; $15.443.000.000,00 ; $-   ; $-   ;31.12.2023;6,60%;6,12%;17,11%;1,15;9,29%;21,30%;0,00%;1,35;0,87;Materials
2023;IP UN Equity;US4601461035;International Paper Co;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $18.916.000.000,00 ; $2.276.000.000,00 ; $667.000.000,00 ; $382.000.000,00 ; $288.000.000,00 ; $23.261.000.000,00 ; $288.000.000,00 ; $8.355.000.000,00 ; $8.355.000.000,00 ; $5.767.000.000,00 ; $-   ; $6.608.000.000,00 ; $3.959.000.000,00 ; 346.000.000,00 ; $36,15 ; $14.906.000.000,00 ; $-   ; $-   ;31.12.2023;2,87%;1,22%;3,42%;1,34;-10,61%;24,79%;0,00%;1,67;0,76;Materials
2015;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;3,68;7,12;1,25;6,88;#N/A N/A;#N/A N/A;#N/A N/A;7,12;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;2,28;4,18;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2,58;6,92;8,17;3,41;6,40;8,00;9,22;9,16;6,49;9,49;10,00;6,91; $7.613.800.000,00 ; $1.031.800.000,00 ; $874.800.000,00 ; $762.200.000,00 ; $454.600.000,00 ; $12.585.100.000,00 ; $454.600.000,00 ; $1.965.500.000,00 ; $2.253.700.000,00 ; $1.610.300.000,00 ; $-   ; $7.693.100.000,00 ; $7.584.300.000,00 ; 403.200.000,00 ; $23,28 ; $10.331.400.000,00 ; $-   ; $288.200.000,00 ;31.12.2023;6,95%;3,59%;22,27%;1,91;1,02%;12,80%;0,00%;1,01;1,17;Communication Services
2016;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;3,67;7,27;1,25;6,76;#N/A N/A;#N/A N/A;#N/A N/A;7,27;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;2,28;4,18;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2,58;6,81;8,17;2,23;6,31;7,93;9,06;9,09;6,97;9,49;10,00;7,08; $7.846.600.000,00 ; $1.101.200.000,00 ; $941.000.000,00 ; $830.200.000,00 ; $608.500.000,00 ; $12.485.200.000,00 ; $608.500.000,00 ; $2.017.100.000,00 ; $2.309.500.000,00 ; $1.280.700.000,00 ; $-   ; $7.438.000.000,00 ; $7.706.000.000,00 ; 391.600.000,00 ; $23,41 ; $10.175.700.000,00 ; $-   ; $292.400.000,00 ;31.12.2023;7,54%;4,85%;30,56%;1,88;3,06%;10,26%;0,00%;0,97;1,08;Communication Services
2017;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;3,74;6,98;1,51;6,47;#N/A N/A;#N/A N/A;#N/A N/A;6,98;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;2,28;5,70;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2,60;4,63;8,17;1,32;6,67;7,96;9,30;9,18;6,97;9,49;10,00;6,91; $9.047.600.000,00 ; $1.095.500.000,00 ; $938.400.000,00 ; $840.800.000,00 ; $554.400.000,00 ; $12.704.700.000,00 ; $554.400.000,00 ; $2.211.500.000,00 ; $2.498.400.000,00 ; $1.285.600.000,00 ; $-   ; $7.475.500.000,00 ; $7.675.300.000,00 ; 383.200.000,00 ; $20,16 ; $10.206.300.000,00 ; $-   ; $286.900.000,00 ;31.12.2023;7,39%;4,40%;26,22%;1,83;15,31%;10,12%;0,00%;0,97;0,99;Communication Services
2018;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;3,58;4,04;2,02;6,52;#N/A N/A;#N/A N/A;#N/A N/A;4,04;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;2,28;9,03;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2,60;4,88;8,17;1,58;6,63;8,24;9,27;8,95;6,97;9,49;10,00;6,72; $9.714.400.000,00 ; $1.211.700.000,00 ; $1.008.800.000,00 ; $838.000.000,00 ; $618.900.000,00 ; $15.620.300.000,00 ; $618.900.000,00 ; $2.393.200.000,00 ; $2.600.700.000,00 ; $3.660.200.000,00 ; $-   ; $8.182.900.000,00 ; $8.123.900.000,00 ; 383.600.000,00 ; $20,63 ; $13.019.600.000,00 ; $-   ; $207.500.000,00 ;31.12.2023;6,46%;4,37%;26,88%;1,66;7,37%;23,43%;0,00%;1,01;0,99;Communication Services
2019;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;5,09;4,06;4,72;6,52;#N/A N/A;#N/A N/A;#N/A N/A;4,06;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;9,31;9,03;10,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2,11;5,84;8,17;1,75;6,51;8,27;8,90;9,03;6,97;9,49;10,00;6,32; $10.221.300.000,00 ; $1.676.800.000,00 ; $1.086.000.000,00 ; $878.300.000,00 ; $656.000.000,00 ; $17.751.900.000,00 ; $656.000.000,00 ; $2.775.900.000,00 ; $2.990.300.000,00 ; $4.201.500.000,00 ; $-   ; $8.770.700.000,00 ; $9.420.400.000,00 ; 387.000.000,00 ; $23,10 ; $14.761.600.000,00 ; $-   ; $214.400.000,00 ;31.12.2023;6,12%;3,93%;25,38%;1,57;5,22%;23,67%;0,00%;0,93;1,12;Communication Services
2020;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;5,14;4,25;4,72;6,56;#N/A N/A;#N/A N/A;#N/A N/A;4,25;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;9,31;9,03;10,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1,75;8,03;8,17;1,97;5,91;8,67;9,38;7,62;6,97;9,49;10,00;6,52; $9.061.000.000,00 ; $1.181.700.000,00 ; $588.400.000,00 ; $361.300.000,00 ; $351.100.000,00 ; $18.042.700.000,00 ; $351.100.000,00 ; $2.895.000.000,00 ; $3.037.000.000,00 ; $4.356.800.000,00 ; $-   ; $9.367.600.000,00 ; $9.580.500.000,00 ; 390.900.000,00 ; $23,52 ; $15.005.700.000,00 ; $-   ; $142.000.000,00 ;31.12.2023;3,26%;1,96%;12,38%;1,65;-11,35%;24,15%;0,00%;0,98;1,45;Communication Services
2021;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;5,37;5,34;4,55;6,89;#N/A N/A;#N/A N/A;#N/A N/A;5,34;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;9,31;9,02;8,59;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5,48;7,20;8,95;1,54;7,62;7,38;8,75;7,64;6,97;9,49;10,00;6,11; $10.240.700.000,00 ; $2.004.900.000,00 ; $1.436.200.000,00 ; $1.222.100.000,00 ; $952.800.000,00 ; $19.909.200.000,00 ; $952.800.000,00 ; $3.526.000.000,00 ; $3.604.800.000,00 ; $4.484.600.000,00 ; $-   ; $11.231.800.000,00 ; $10.890.000.000,00 ; 394.300.000,00 ; $37,45 ; $16.304.400.000,00 ; $-   ; $78.800.000,00 ;31.12.2023;7,21%;5,02%;29,68%;1,56;13,02%;22,53%;0,00%;1,03;1,50;Communication Services
2022;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $10.927.800.000,00 ; $1.922.100.000,00 ; $1.381.200.000,00 ; $1.268.900.000,00 ; $938.000.000,00 ; $18.811.700.000,00 ; $938.000.000,00 ; $3.614.600.000,00 ; $3.711.000.000,00 ; $4.250.800.000,00 ; $-   ; $10.325.200.000,00 ; $9.983.200.000,00 ; 386.500.000,00 ; $33,31 ; $15.100.700.000,00 ; $-   ; $96.400.000,00 ;31.12.2023;7,34%;4,84%;26,27%;1,49;6,71%;22,60%;0,00%;1,03;1,38;Communication Services
2023;IPG UN Equity;US4606901001;Interpublic Group of Cos Inc/The;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $10.889.300.000,00 ; $1.988.900.000,00 ; $1.482.600.000,00 ; $1.408.000.000,00 ; $1.098.400.000,00 ; $19.267.300.000,00 ; $1.098.400.000,00 ; $3.942.600.000,00 ; $4.046.100.000,00 ; $4.134.300.000,00 ; $-   ; $10.950.400.000,00 ; $10.330.900.000,00 ; 378.700.000,00 ; $32,64 ; $15.221.200.000,00 ; $-   ; $103.500.000,00 ;31.12.2023;7,69%;5,77%;29,07%;1,53;-0,35%;21,46%;0,00%;1,06;1,09;Communication Services
2015;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;#N/A N/A;#N/A N/A;#N/A N/A;6,09;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9,41;2,98;5,78;10,00;8,45;8,33;9,72;2,50;2,79;9,49;10,00;8,81; $5.737.000.000,00 ; $774.000.000,00 ; $646.000.000,00 ; $539.000.000,00 ; $387.000.000,00 ; $3.926.000.000,00 ; $387.000.000,00 ; $-564.000.000,00 ; $-336.000.000,00 ; $2.419.000.000,00 ; $-   ; $2.412.000.000,00 ; $1.594.000.000,00 ; 119.400.000,00 ; $68,66 ; $4.262.000.000,00 ; $-   ; $228.000.000,00 ;31.12.2023;16,45%;10,70%;#WERT!;7,37;5,07%;61,61%;0,00%;1,51;0,63;Health Care
2016;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;#N/A N/A;#N/A N/A;#N/A N/A;5,95;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;7,38;1,84;7,73;7,71;8,52;6,80;7,55;4,77;2,79;9,49;10,00;8,60; $6.815.000.000,00 ; $865.000.000,00 ; $576.000.000,00 ; $416.000.000,00 ; $72.000.000,00 ; $21.208.000.000,00 ; $72.000.000,00 ; $8.633.000.000,00 ; $8.860.000.000,00 ; $7.108.000.000,00 ; $-   ; $3.337.000.000,00 ; $2.705.000.000,00 ; 248.300.000,00 ; $76,05 ; $12.348.000.000,00 ; $-   ; $227.000.000,00 ;31.12.2023;2,72%;0,57%;#WERT!;2,99;18,79%;33,52%;0,00%;1,23;0,80;Health Care
2017;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;#N/A N/A;#N/A N/A;#N/A N/A;5,38;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;7,38;2,86;7,87;9,01;4,61;6,68;7,55;2,44;2,79;9,49;10,00;6,91; $9.702.000.000,00 ; $1.676.000.000,00 ; $665.000.000,00 ; $294.000.000,00 ; $1.277.000.000,00 ; $22.857.000.000,00 ; $1.277.000.000,00 ; $7.995.000.000,00 ; $8.244.000.000,00 ; $10.122.000.000,00 ; $-   ; $3.554.000.000,00 ; $3.156.000.000,00 ; 208.100.000,00 ; $97,90 ; $14.613.000.000,00 ; $-   ; $249.000.000,00 ;31.12.2023;2,91%;5,80%;15,36%;2,52;42,36%;44,28%;0,00%;1,13;0,76;Health Care
2018;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;#N/A N/A;#N/A N/A;#N/A N/A;5,21;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,69;2,96;8,17;9,78;4,71;6,44;7,55;2,02;2,79;9,49;10,00;5,49; $10.412.000.000,00 ; $1.882.000.000,00 ; $741.000.000,00 ; $328.000.000,00 ; $259.000.000,00 ; $22.549.000.000,00 ; $259.000.000,00 ; $6.714.000.000,00 ; $6.954.000.000,00 ; $10.907.000.000,00 ; $-   ; $3.874.000.000,00 ; $3.534.000.000,00 ; 197.500.000,00 ; $116,17 ; $15.595.000.000,00 ; $-   ; $240.000.000,00 ;31.12.2023;3,29%;1,14%;3,52%;2,50;7,32%;48,37%;0,00%;1,10;1,09;Health Care
2019;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;#N/A N/A;#N/A N/A;#N/A N/A;5,34;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,71;4,11;8,17;9,71;4,71;6,42;4,23;3,59;2,79;9,49;10,00;4,73; $11.088.000.000,00 ; $2.172.000.000,00 ; $777.000.000,00 ; $352.000.000,00 ; $191.000.000,00 ; $23.251.000.000,00 ; $191.000.000,00 ; $6.003.000.000,00 ; $6.263.000.000,00 ; $11.941.000.000,00 ; $-   ; $4.126.000.000,00 ; $3.945.000.000,00 ; 192.300.000,00 ; $154,51 ; $16.988.000.000,00 ; $-   ; $260.000.000,00 ;31.12.2023;3,34%;0,83%;3,00%;2,44;6,49%;51,36%;0,00%;1,05;1,12;Health Care
2020;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;#N/A N/A;#N/A N/A;#N/A N/A;5,47;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,65;4,61;8,17;9,33;4,67;6,78;5,52;2,08;3,38;9,49;10,00;5,87; $11.359.000.000,00 ; $2.227.000.000,00 ; $731.000.000,00 ; $373.000.000,00 ; $279.000.000,00 ; $24.564.000.000,00 ; $279.000.000,00 ; $6.001.000.000,00 ; $6.280.000.000,00 ; $12.755.000.000,00 ; $-   ; $5.090.000.000,00 ; $4.558.000.000,00 ; 191.200.000,00 ; $179,17 ; $18.284.000.000,00 ; $-   ; $279.000.000,00 ;31.12.2023;2,98%;1,17%;4,65%;2,95;2,44%;51,93%;0,00%;1,12;1,35;Health Care
2021;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;3,57;5,48;1,95;6,28;#N/A N/A;#N/A N/A;#N/A N/A;5,48;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;2,48;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,65;4,53;8,17;8,96;5,83;6,47;7,94;4,81;4,23;9,49;10,00;5,66; $13.874.000.000,00 ; $2.841.000.000,00 ; $1.393.000.000,00 ; $1.128.000.000,00 ; $966.000.000,00 ; $24.689.000.000,00 ; $966.000.000,00 ; $6.042.000.000,00 ; $6.042.000.000,00 ; $12.347.000.000,00 ; $-   ; $4.763.000.000,00 ; $5.241.000.000,00 ; 190.600.000,00 ; $282,14 ; $18.647.000.000,00 ; $-   ; $-   ;31.12.2023;5,64%;3,92%;16,04%;2,93;22,14%;50,01%;0,00%;0,91;1,35;Health Care
2022;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;3,66;5,96;1,95;6,48;#N/A N/A;#N/A N/A;#N/A N/A;5,96;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3,00;2,48;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6,67;7,33;8,17;9,05;5,74;6,58;8,09;3,76;4,23;9,49;10,00;6,05; $14.410.000.000,00 ; $3.100.000.000,00 ; $1.799.000.000,00 ; $1.363.000.000,00 ; $1.091.000.000,00 ; $25.337.000.000,00 ; $1.091.000.000,00 ; $5.765.000.000,00 ; $5.765.000.000,00 ; $12.859.000.000,00 ; $-   ; $4.981.000.000,00 ; $5.578.000.000,00 ; 185.700.000,00 ; $204,89 ; $19.572.000.000,00 ; $-   ; $-   ;31.12.2023;7,10%;4,36%;18,48%;2,27;3,86%;50,75%;0,00%;0,89;1,38;Health Care
2023;IQV UN Equity;US46266C1053;IQVIA Holdings Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $14.984.000.000,00 ; $3.262.000.000,00 ; $1.977.000.000,00 ; $1.459.000.000,00 ; $1.358.000.000,00 ; $26.681.000.000,00 ; $1.358.000.000,00 ; $6.112.000.000,00 ; $6.112.000.000,00 ; $13.178.000.000,00 ; $-   ; $5.596.000.000,00 ; $6.491.000.000,00 ; 181.500.000,00 ; $231,38 ; $20.569.000.000,00 ; $-   ; $-   ;31.12.2023;7,41%;5,22%;22,87%;2,69;3,98%;49,39%;0,00%;0,86;1,39;Health Care
2015;IR UN Equity;US45687V1061;Ingersoll Rand Inc;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A; $2.126.885.000,00 ; $-42.351.000,00 ; $-205.375.000,00 ; $-366.692.000,00 ; $-351.153.000,00 ; $4.462.046.000,00 ; $-351.153.000,00 ; $390.233.000,00 ; $405.535.000,00 ; $2.769.459.000,00 ; $26.000.000,00 ; $1.157.358.000,00 ; $431.279.000,00 ; 244.424.523,92 ; #N/A ; $4.056.511.000,00 ; $-   ; $15.302.000,00 ;31.12.2023;-4,60%;#WERT!;#WERT!;3,77;-17,24%;62,07%;1,22%;2,68;#N/A N/A;Industrials
2016;IR UN Equity;US45687V1061;Ingersoll Rand Inc;0,65;0,00;0,16;2,50;#N/A N/A;#N/A N/A;#N/A N/A;0,00;#N/A N/A;0,00;#N/A N/A;0,00;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0,00;0,00;0,00;#N/A N/A;0,00;#N/A N/A;1,00;#N/A N/A;8,95;1,46;0,30;10,00;7,08;9,20;0,03;0,43;2,14;0,00;10,00;3,63; $1.939.436.000,00 ; $277.069.000,00 ; $104.344.000,00 ; $-63.150.000,00 ; $-36.620.000,00 ; $4.315.948.000,00 ; $-36.620.000,00 ; $265.908.000,00 ; $271.758.000,00 ; $2.753.794.000,00 ; $22.000.000,00 ; $1.188.513.000,00 ; $497.849.000,00 ; 242.768.326,99 ; #N/A ; $4.044.190.000,00 ; $-   ; $5.850.000,00 ;31.12.2023;2,42%;-0,83%;-11,16%;3,88;-8,81%;63,81%;1,13%;2,39;#N/A N/A;Industrials
